"date","BTC","ETH","DOGE","ETC","XRP","LTC","BCH","ZEC","BSV","DASH","XMR"
"2014-11-28","327967",NA,9809,NA,NA,3447,NA,NA,NA,2144,1985
"2014-11-29","273576",NA,10815,NA,NA,3418,NA,NA,NA,1911,1687
"2014-11-30","361350",NA,10143,NA,NA,3973,NA,NA,NA,2106,2183
"2014-12-01","415290",NA,11200,NA,NA,3301,NA,NA,NA,1809,2300
"2014-12-02","391286",NA,8858,NA,NA,3857,NA,NA,NA,2274,2479
"2014-12-03","473946",NA,12555,NA,NA,3262,NA,NA,NA,2005,2046
"2014-12-04","378607",NA,9583,NA,NA,4675,NA,NA,NA,1895,2501
"2014-12-05","323942",NA,9638,NA,NA,4990,NA,NA,NA,1988,1921
"2014-12-06","326600",NA,10756,NA,NA,3759,NA,NA,NA,3043,1690
"2014-12-07","350749",NA,10806,NA,NA,3060,NA,NA,NA,3772,1643
"2014-12-08","352083",NA,10828,NA,NA,3334,NA,NA,NA,3795,2682
"2014-12-09","358951",NA,9890,NA,NA,3342,NA,NA,NA,3409,1993
"2014-12-10","348238",NA,9296,NA,NA,2656,NA,NA,NA,2595,1969
"2014-12-11","327268",NA,19645,NA,NA,3153,NA,NA,NA,2733,2103
"2014-12-12","333135",NA,10050,NA,NA,2644,NA,NA,NA,2915,2072
"2014-12-13","284285",NA,11646,NA,NA,3722,NA,NA,NA,2351,1833
"2014-12-14","367627",NA,13381,NA,NA,3267,NA,NA,NA,2050,1627
"2014-12-15","410596",NA,11788,NA,NA,3237,NA,NA,NA,2020,2055
"2014-12-16","433816",NA,10290,NA,NA,4189,NA,NA,NA,2577,2186
"2014-12-17","461734",NA,10473,NA,NA,3415,NA,NA,NA,2599,3314
"2014-12-18","426875",NA,9148,NA,NA,3430,NA,NA,NA,2491,2268
"2014-12-19","398420",NA,9840,NA,NA,3102,NA,NA,NA,2760,4834
"2014-12-20","384061",NA,10852,NA,NA,3583,NA,NA,NA,2989,8852
"2014-12-21","352472",NA,10000,NA,NA,4114,NA,NA,NA,2521,1728
"2014-12-22","352415",NA,8244,NA,NA,4152,NA,NA,NA,1764,2236
"2014-12-23","391652",NA,8103,NA,NA,4248,NA,NA,NA,1698,1684
"2014-12-24","291092",NA,8289,NA,NA,3129,NA,NA,NA,1510,2711
"2014-12-25","235268",NA,6956,NA,NA,2786,NA,NA,NA,1692,2366
"2014-12-26","274839",NA,6871,NA,NA,5775,NA,NA,NA,1527,1963
"2014-12-27","290886",NA,9713,NA,NA,3319,NA,NA,NA,2165,2013
"2014-12-28","279938",NA,9410,NA,NA,4006,NA,NA,NA,2180,2445
"2014-12-29","284084",NA,10668,NA,NA,4095,NA,NA,NA,1950,2333
