"date","BTC","ETH","DOGE","ETC","XRP","LTC","BCH","ZEC","BSV","DASH","XMR"
"2014-11-28","9.73",NA,1.053,NA,NA,2.633,NA,NA,NA,2.618,0.997
"2014-11-29","9.172",NA,1.047,NA,NA,2.509,NA,NA,NA,2.652,0.98
"2014-11-30","9",NA,1.064,NA,NA,2.47,NA,NA,NA,2.623,1.067
"2014-12-01","11.077",NA,1.054,NA,NA,2.437,NA,NA,NA,2.613,1.034
"2014-12-02","9.6",NA,1.074,NA,NA,2.47,NA,NA,NA,2.599,0.99
"2014-12-03","12.414",NA,1.073,NA,NA,2.457,NA,NA,NA,2.667,1.001
"2014-12-04","9.863",NA,1.041,NA,NA,2.522,NA,NA,NA,2.618,0.999
"2014-12-05","9.231",NA,1.074,NA,NA,2.657,NA,NA,NA,2.595,0.986
"2014-12-06","10.511",NA,1.046,NA,NA,2.478,NA,NA,NA,2.642,0.978
"2014-12-07","11.429",NA,1.047,NA,NA,2.264,NA,NA,NA,2.613,1.007
"2014-12-08","8.834",NA,1.046,NA,NA,2.198,NA,NA,NA,2.618,1.008
"2014-12-09","10.141",NA,1.06,NA,NA,2.33,NA,NA,NA,2.609,1.009
"2014-12-10","10.07",NA,1.049,NA,NA,2.571,NA,NA,NA,2.628,1.117
"2014-12-11","9.73",NA,1.05,NA,NA,2.604,NA,NA,NA,2.623,0.999
"2014-12-12","10.213",NA,1.052,NA,NA,2.462,NA,NA,NA,2.637,0.982
"2014-12-13","9.863",NA,1.057,NA,NA,2.404,NA,NA,NA,2.623,1.012
"2014-12-14","10.213",NA,1.053,NA,NA,2.462,NA,NA,NA,2.642,0.994
"2014-12-15","10.213",NA,1.054,NA,NA,2.522,NA,NA,NA,2.599,1.017
"2014-12-16","10.07",NA,1.053,NA,NA,2.42,NA,NA,NA,2.652,1.001
"2014-12-17","11.25",NA,1.06,NA,NA,2.59,NA,NA,NA,2.623,1.029
"2014-12-18","11.163",NA,1.059,NA,NA,2.628,NA,NA,NA,2.623,1.009
"2014-12-19","10.511",NA,1.039,NA,NA,2.59,NA,NA,NA,2.609,0.996
"2014-12-20","10.746",NA,1.057,NA,NA,2.712,NA,NA,NA,2.637,1.04
"2014-12-21","10.909",NA,1.047,NA,NA,2.595,NA,NA,NA,2.633,0.995
"2014-12-22","8.78",NA,1.05,NA,NA,2.558,NA,NA,NA,2.613,1.019
"2014-12-23","9.6",NA,1.067,NA,NA,2.677,NA,NA,NA,2.647,0.978
"2014-12-24","9.412",NA,1.052,NA,NA,2.254,NA,NA,NA,2.581,1.04
"2014-12-25","9.114",NA,1.06,NA,NA,2.127,NA,NA,NA,2.652,0.994
"2014-12-26","9.474",NA,1.045,NA,NA,2.396,NA,NA,NA,2.609,1.021
"2014-12-27","9.474",NA,1.054,NA,NA,2.345,NA,NA,NA,2.628,0.98
"2014-12-28","8.521",NA,1.063,NA,NA,2.576,NA,NA,NA,2.642,0.992
"2014-12-29","8.78",NA,1.057,NA,NA,2.945,NA,NA,NA,2.618,1.023
"2014-12-30","9.29",NA,1.049,NA,NA,2.642,NA,NA,NA,2.652,0.997
"2014-12-31","9.474",NA,1.047,NA,NA,2.727,NA,NA,NA,2.595,1.012
"2015-01-01","8.727",NA,1.074,NA,NA,2.549,NA,NA,NA,2.628,1.047
"2015-01-02","8.727",NA,1.051,NA,NA,2.453,NA,NA,NA,2.613,1.014
"2015-01-03","8.889",NA,1.051,NA,NA,2.483,NA,NA,NA,2.637,1.027
"2015-01-04","8.372",NA,1.046,NA,NA,2.637,NA,NA,NA,2.628,0.984
"2015-01-05","9.231",NA,1.054,NA,NA,2.785,NA,NA,NA,2.647,1.021
"2015-01-06","9.114",NA,1.062,NA,NA,2.677,NA,NA,NA,2.599,1.101
"2015-01-07","10.286",NA,1.045,NA,NA,2.988,NA,NA,NA,2.609,1
"2015-01-08","9.796",NA,1.059,NA,NA,2.585,NA,NA,NA,2.623,1.012
"2015-01-09","10.286",NA,1.047,NA,NA,2.457,NA,NA,NA,2.652,1.015
"2015-01-10","9.796",NA,1.05,NA,NA,2.558,NA,NA,NA,2.642,0.981
"2015-01-11","9.29",NA,1.063,NA,NA,2.642,NA,NA,NA,2.59,1.023
"2015-01-12","10.141",NA,1.044,NA,NA,2.522,NA,NA,NA,2.633,1.01
"2015-01-13","11.339",NA,1.04,NA,NA,2.851,NA,NA,NA,2.623,1.006
"2015-01-14","9.931",NA,1.05,NA,NA,2.652,NA,NA,NA,2.628,1.01
"2015-01-15","9.536",NA,1.042,NA,NA,2.863,NA,NA,NA,2.623,0.983
"2015-01-16","10.36",NA,1.041,NA,NA,2.927,NA,NA,NA,2.609,1.01
"2015-01-17","10.435",NA,1.048,NA,NA,2.657,NA,NA,NA,2.623,1.033
"2015-01-18","9.412",NA,1.05,NA,NA,2.637,NA,NA,NA,2.637,1.001
"2015-01-19","10",NA,1.05,NA,NA,2.637,NA,NA,NA,2.623,0.996
"2015-01-20","12.203",NA,1.05,NA,NA,2.424,NA,NA,NA,2.613,1.023
"2015-01-21","9.664",NA,1.06,NA,NA,2.662,NA,NA,NA,2.633,0.997
"2015-01-22","10.667",NA,1.047,NA,NA,2.289,NA,NA,NA,2.623,1.025
"2015-01-23","11.613",NA,1.049,NA,NA,2.376,NA,NA,NA,2.618,1.002
"2015-01-24","11.429",NA,1.037,NA,NA,2.428,NA,NA,NA,2.628,0.995
"2015-01-25","11.52",NA,1.043,NA,NA,2.357,NA,NA,NA,2.618,0.996
"2015-01-26","11.339",NA,1.04,NA,NA,2.47,NA,NA,NA,2.628,1.016
"2015-01-27","9.664",NA,1.056,NA,NA,2.368,NA,NA,NA,2.604,1.031
"2015-01-28","8.78",NA,1.061,NA,NA,2.504,NA,NA,NA,2.642,0.972
"2015-01-29","8.78",NA,1.06,NA,NA,2.491,NA,NA,NA,2.633,1.026
"2015-01-30","10.435",NA,1.056,NA,NA,2.457,NA,NA,NA,2.628,0.981
"2015-01-31","8.675",NA,1.052,NA,NA,2.544,NA,NA,NA,2.613,1.037
"2015-02-01","9.29",NA,1.056,NA,NA,2.457,NA,NA,NA,2.599,0.997
"2015-02-02","9.057",NA,1.041,NA,NA,2.487,NA,NA,NA,2.618,0.994
"2015-02-03","11.339",NA,1.052,NA,NA,2.487,NA,NA,NA,2.672,1.015
"2015-02-04","9.057",NA,1.07,NA,NA,2.702,NA,NA,NA,2.599,1.019
