"date","BTC","ETH","DOGE","ETC","XRP","LTC","BCH","ZEC","BSV","DASH","XMR"
"2014-11-28","85764",NA,19733,NA,717054,3047,NA,NA,NA,1363,788
"2014-11-29","78941",NA,20627,NA,681919,3263,NA,NA,NA,1513,663
"2014-11-30","84853",NA,20479,NA,624741,4216,NA,NA,NA,1805,781
"2014-12-01","97493",NA,19397,NA,742964,2913,NA,NA,NA,1342,780
"2014-12-02","99269",NA,20347,NA,568064,3472,NA,NA,NA,1301,768
"2014-12-03","99232",NA,24220,NA,411602,3315,NA,NA,NA,1631,633
"2014-12-04","98202",NA,20646,NA,533026,5670,NA,NA,NA,1238,724
"2014-12-05","90744",NA,18896,NA,464728,5241,NA,NA,NA,1159,632
"2014-12-06","81093",NA,19813,NA,436727,3049,NA,NA,NA,1985,629
"2014-12-07","74666",NA,24291,NA,331993,3075,NA,NA,NA,3237,561
"2014-12-08","90583",NA,21386,NA,528939,3119,NA,NA,NA,2778,653
"2014-12-09","90078",NA,19360,NA,372120,3323,NA,NA,NA,3041,627
"2014-12-10","88655",NA,21407,NA,216605,2476,NA,NA,NA,2133,624
"2014-12-11","83857",NA,21253,NA,341801,2591,NA,NA,NA,2236,652
"2014-12-12","81156",NA,21331,NA,364444,2470,NA,NA,NA,2772,640
"2014-12-13","76061",NA,22231,NA,339451,2852,NA,NA,NA,2153,564
"2014-12-14","79562",NA,23010,NA,179459,2585,NA,NA,NA,1366,498
"2014-12-15","94318",NA,29515,NA,377916,2943,NA,NA,NA,983,618
"2014-12-16","100921",NA,16298,NA,560581,4049,NA,NA,NA,2416,537
"2014-12-17","98316",NA,18456,NA,502914,3053,NA,NA,NA,2359,720
"2014-12-18","95078",NA,18338,NA,417914,2871,NA,NA,NA,2633,659
"2014-12-19","95268",NA,20479,NA,592962,2867,NA,NA,NA,3032,933
"2014-12-20","86767",NA,19175,NA,472168,3528,NA,NA,NA,2964,1314
"2014-12-21","78831",NA,16939,NA,326784,3818,NA,NA,NA,2777,592
"2014-12-22","96347",NA,15294,NA,335603,4356,NA,NA,NA,1360,798
"2014-12-23","99319",NA,15531,NA,411747,3787,NA,NA,NA,1330,689
"2014-12-24","82194",NA,14913,NA,263735,3059,NA,NA,NA,1250,762
"2014-12-25","67760",NA,14052,NA,246724,3074,NA,NA,NA,1000,715
"2014-12-26","76046",NA,13945,NA,251253,2771,NA,NA,NA,1064,665
"2014-12-27","76662",NA,18790,NA,191264,3184,NA,NA,NA,1088,685
"2014-12-28","75546",NA,16946,NA,237061,3278,NA,NA,NA,1058,834
"2014-12-29","83283",NA,19458,NA,223842,2889,NA,NA,NA,1709,705
"2014-12-30","84894",NA,20026,NA,204700,3405,NA,NA,NA,2906,836
"2014-12-31","77259",NA,15491,NA,176813,3043,NA,NA,NA,4766,510
"2015-01-01","59179",NA,15381,NA,127509,2848,NA,NA,NA,1513,359
"2015-01-02","79122",NA,16848,NA,141062,3195,NA,NA,NA,2299,462
"2015-01-03","82065",NA,17149,NA,419569,5201,NA,NA,NA,1259,580
"2015-01-04","85522",NA,16826,NA,540611,4937,NA,NA,NA,2193,544
"2015-01-05","95429",NA,19529,NA,470646,4530,NA,NA,NA,1302,770
"2015-01-06","87663",NA,16179,NA,383694,4196,NA,NA,NA,1534,675
"2015-01-07","89776",NA,17500,NA,222087,4334,NA,NA,NA,2334,701
"2015-01-08","106985",NA,21334,NA,256611,5235,NA,NA,NA,1526,661
"2015-01-09","102135",NA,21223,NA,277103,4360,NA,NA,NA,1953,496
"2015-01-10","104727",NA,18466,NA,346750,6204,NA,NA,NA,2632,604
"2015-01-11","90475",NA,16590,NA,230740,5734,NA,NA,NA,1976,647
"2015-01-12","98827",NA,17441,NA,202189,4355,NA,NA,NA,1421,486
"2015-01-13","102182",NA,16481,NA,532854,5706,NA,NA,NA,1283,752
"2015-01-14","104620",NA,16998,NA,454003,5465,NA,NA,NA,1325,681
"2015-01-15","120239",NA,19273,NA,548865,4395,NA,NA,NA,1464,641
"2015-01-16","104560",NA,26507,NA,520142,4708,NA,NA,NA,1391,602
"2015-01-17","90361",NA,36465,NA,380560,6269,NA,NA,NA,1469,574
"2015-01-18","83033",NA,27321,NA,384878,5511,NA,NA,NA,1714,425
"2015-01-19","98341",NA,39877,NA,323732,5351,NA,NA,NA,1706,893
"2015-01-20","98807",NA,25572,NA,331154,5487,NA,NA,NA,2260,631
"2015-01-21","96810",NA,38448,NA,289248,5055,NA,NA,NA,2049,689
"2015-01-22","93563",NA,35105,NA,297537,4692,NA,NA,NA,1317,731
"2015-01-23","91887",NA,23413,NA,339644,3433,NA,NA,NA,1720,473
"2015-01-24","83431",NA,26185,NA,261480,4751,NA,NA,NA,2166,323
"2015-01-25","86433",NA,43677,NA,327144,6468,NA,NA,NA,1563,359
"2015-01-26","108054",NA,29722,NA,566206,5929,NA,NA,NA,2013,979
"2015-01-27","99244",NA,26608,NA,412426,7047,NA,NA,NA,1818,546
"2015-01-28","85068",NA,30739,NA,434791,7703,NA,NA,NA,1977,630
"2015-01-29","90715",NA,28569,NA,394298,4369,NA,NA,NA,1854,683
"2015-01-30","81061",NA,28589,NA,381507,5785,NA,NA,NA,1673,531
"2015-01-31","86146",NA,33167,NA,298089,5827,NA,NA,NA,1669,619
"2015-02-01","78839",NA,22990,NA,321269,4150,NA,NA,NA,1833,606
"2015-02-02","85828",NA,21157,NA,391657,11732,NA,NA,NA,1408,606
"2015-02-03","91666",NA,21513,NA,323346,4349,NA,NA,NA,1415,662
"2015-02-04","90655",NA,23623,NA,302021,3543,NA,NA,NA,1383,576
"2015-02-05","86408",NA,24876,NA,377099,4301,NA,NA,NA,1348,699
"2015-02-06","85528",NA,19854,NA,531751,4776,NA,NA,NA,1237,540
"2015-02-07","85540",NA,20189,NA,304602,13183,NA,NA,NA,1296,763
"2015-02-08","82547",NA,21565,NA,314689,19857,NA,NA,NA,1483,507
"2015-02-09","104597",NA,21740,NA,242846,18035,NA,NA,NA,2007,598
"2015-02-10","102831",NA,22672,NA,295910,8879,NA,NA,NA,2232,433
"2015-02-11","96890",NA,19903,NA,263968,9398,NA,NA,NA,2815,633
"2015-02-12","87308",NA,21365,NA,313102,5586,NA,NA,NA,2037,560
"2015-02-13","113514",NA,24173,NA,338975,7721,NA,NA,NA,1608,612
"2015-02-14","98613",NA,24865,NA,334711,5423,NA,NA,NA,1577,546
"2015-02-15","85127",NA,25772,NA,562386,4909,NA,NA,NA,1548,603
"2015-02-16","104475",NA,23368,NA,292072,4261,NA,NA,NA,1388,459
"2015-02-17","102839",NA,23545,NA,297817,3518,NA,NA,NA,1744,551
"2015-02-18","105552",NA,23771,NA,252550,5333,NA,NA,NA,1872,678
"2015-02-19","94386",NA,23921,NA,204564,5083,NA,NA,NA,1704,554
"2015-02-20","98556",NA,24601,NA,428048,3680,NA,NA,NA,2661,600
"2015-02-21","87685",NA,25283,NA,233912,4363,NA,NA,NA,2531,513
"2015-02-22","84791",NA,27863,NA,276982,3951,NA,NA,NA,2353,489
"2015-02-23","101373",NA,41127,NA,265397,5133,NA,NA,NA,2125,881
"2015-02-24","104996",NA,54484,NA,247416,4880,NA,NA,NA,1951,789
"2015-02-25","105235",NA,49480,NA,245639,5970,NA,NA,NA,2165,555
"2015-02-26","100667",NA,50705,NA,276572,5993,NA,NA,NA,2506,710
"2015-02-27","101322",NA,49960,NA,344147,6474,NA,NA,NA,2002,530
"2015-02-28","89490",NA,45844,NA,221935,6445,NA,NA,NA,2209,846
"2015-03-01","88588",NA,44805,NA,460260,6225,NA,NA,NA,2088,764
"2015-03-02","104779",NA,52398,NA,427248,5092,NA,NA,NA,2269,701
